OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,DP05_0090E,DP05_0091E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
127,74.06,360152,0,11001007406,"Census Tract 74.06; District of Columbia; District of Columbia",3033,1017,2016,50.4,384,283,328,241,245,492,503,268,149,54,52,26,8,26.1,1096,1992,1937,1728,101,86,1937,407,1530,26.6,86,12,74,16.2,3033,2820,213,2820,0,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,213,178,0,0,0,35,0,3033,178,2910,35,0,0,123,3033,21,21,0,0,0,3012,0,2697,0,0,0,102,213,0,213,1442,1937,407,1530,ACS_Demographic_DC_CensusTract_130,,{9CD6A342-E4D6-4690-8150-034186329092},007406,0,0
128,33.01,442120,0,11001003301,"Census Tract 33.01; District of Columbia; District of Columbia",3706,1908,1798,106.1,131,142,101,38,135,1019,780,618,300,193,235,14,0,38,374,3332,3332,3287,334,249,3332,1814,1518,119.5,249,117,132,88.6,3706,3541,165,3541,1889,1359,0,0,0,0,0,206,70,73,27,0,0,21,15,0,0,0,0,0,87,165,66,0,46,53,0,0,3706,2054,1425,0,252,0,140,3706,185,40,18,11,116,3521,1841,1329,0,206,0,33,112,0,112,1904,2986,1646,1340,ACS_Demographic_DC_CensusTract_131,,{09582885-6964-4742-A96C-9A4EA669530B},003301,0,0
129,76.04,1369580,0,11001007604,"Census Tract 76.04; District of Columbia; District of Columbia",3457,1508,1949,77.4,83,127,75,101,129,494,402,717,296,382,470,141,40,52.9,363,3154,3094,3040,733,651,3094,1320,1774,74.4,651,328,323,101.5,3457,3119,338,3119,223,2790,0,0,0,0,0,73,48,0,18,0,7,0,0,0,0,0,0,0,33,338,22,0,0,43,142,84,3457,323,3085,177,85,0,176,3457,67,0,0,0,67,3390,205,2790,0,73,0,0,322,127,195,2054,3021,1289,1732,ACS_Demographic_DC_CensusTract_132,,{501C7FA6-55BB-4527-8335-6CCE233B9CDF},007604,0,0
130,76.05,453794,0,11001007605,"Census Tract 76.05; District of Columbia; District of Columbia",3779,1757,2022,86.9,93,101,251,150,151,790,343,385,315,280,601,148,171,45.8,553,3334,3226,3184,1101,920,3226,1379,1847,74.7,920,189,731,25.9,3779,3707,72,3707,100,3594,0,0,0,0,0,5,0,5,0,0,0,0,0,8,8,0,0,0,0,72,21,0,22,7,9,0,3779,150,3624,22,27,8,20,3779,7,0,0,0,7,3772,100,3594,0,5,8,0,65,13,52,2135,3204,1357,1847,ACS_Demographic_DC_CensusTract_133,,{B3410665-DF29-4C6D-BEC2-2F740FC843D3},007605,0,0
131,76.03,1226616,0,11001007603,"Census Tract 76.03; District of Columbia; District of Columbia",3619,1220,2399,50.9,302,61,130,91,259,581,426,640,135,194,363,333,104,44.3,524,3095,3095,3031,928,800,3095,1014,2081,48.7,800,199,601,33.1,3619,3469,150,3469,100,3346,0,0,0,0,0,23,22,0,1,0,0,0,0,0,0,0,0,0,0,150,75,0,14,0,27,0,3619,206,3482,44,54,0,0,3619,0,0,0,0,0,3619,100,3346,0,23,0,0,150,0,150,2392,3094,1014,2080,ACS_Demographic_DC_CensusTract_134,,{25F49E68-EF6C-4EB4-8B84-8068098B76FB},007603,0,0
132,81,290284,0,11001008100,"Census Tract 81; District of Columbia; District of Columbia",3123,1477,1646,89.7,239,149,94,42,53,800,717,544,124,57,130,133,41,37.5,507,2641,2616,2599,323,304,2616,1192,1424,83.7,304,156,148,105.4,3123,3016,107,3016,2655,178,0,0,0,0,0,136,48,26,6,6,50,0,0,0,0,0,0,0,47,107,0,13,53,41,0,0,3123,2762,178,13,189,0,88,3123,329,68,14,0,247,2794,2405,178,0,136,0,0,75,9,66,1591,2545,1172,1373,ACS_Demographic_DC_CensusTract_135,,{3BA224A3-71BA-47A1-A2E4-A4EABF9E9ECF},008100,0,0
133,83.02,260891,0,11001008302,"Census Tract 83.02; District of Columbia; District of Columbia",2981,1542,1439,107.2,142,106,172,146,118,897,554,366,56,135,141,101,47,34.5,551,2479,2430,2411,312,289,2430,1250,1180,105.9,289,155,134,115.7,2981,2720,261,2720,2311,163,0,0,0,0,0,49,8,6,17,0,11,7,0,0,0,0,0,0,197,261,59,25,21,116,0,0,2981,2532,222,25,110,0,353,2981,406,11,14,0,381,2575,2219,163,0,49,0,6,138,58,80,1434,2352,1223,1129,ACS_Demographic_DC_CensusTract_137,,{3510AF43-D417-4E52-B02F-706E3B467D3E},008302,0,0
134,84.10,219939,0,11001008410,"Census Tract 84.10; District of Columbia; District of Columbia",2189,1073,1116,96.1,286,166,128,104,34,380,536,310,55,95,59,24,12,34.9,675,1600,1514,1505,137,95,1514,643,871,73.8,95,16,79,20.3,2189,1630,559,1630,923,576,0,0,0,0,0,119,11,41,0,5,19,14,29,8,8,0,0,0,4,559,36,14,99,201,0,0,2189,1331,815,78,363,8,222,2189,424,179,0,0,245,1765,899,576,0,82,0,4,204,8,196,855,1498,642,856,ACS_Demographic_DC_CensusTract_138,,{28D58859-9B04-42A1-BE57-CEBF2BE0E087},008410,0,0
135,87.01,382686,0,11001008701,"Census Tract 87.01; District of Columbia; District of Columbia",2661,1398,1263,110.7,97,60,36,156,131,1002,352,522,65,63,148,29,0,33.4,262,2449,2399,2308,216,177,2399,1258,1141,110.3,177,39,138,28.3,2661,2578,83,2578,1218,1190,0,0,0,0,0,146,35,28,15,0,6,55,7,0,0,0,0,0,24,83,0,2,74,7,0,0,2661,1301,1190,2,220,0,31,2661,30,8,13,0,9,2631,1215,1190,0,143,0,0,83,7,76,1269,2320,1231,1089,ACS_Demographic_DC_CensusTract_139,,{FFAA69FD-2515-4662-86AD-70ADC0E4619E},008701,0,0
136,80.02,578961,0,11001008002,"Census Tract 80.02; District of Columbia; District of Columbia",3281,1612,1669,96.6,341,406,48,84,132,595,751,491,93,51,194,76,19,36,875,2444,2406,2400,332,289,2406,1167,1239,94.2,289,140,149,94,3281,3066,215,3066,2238,716,0,0,0,0,0,75,36,39,0,0,0,0,0,0,0,0,0,0,37,215,45,16,13,86,11,0,3281,2427,816,41,118,0,123,3281,170,67,30,0,73,3111,2165,716,0,75,0,26,129,0,129,1530,2324,1126,1198,ACS_Demographic_DC_CensusTract_140,,{3B6B2B40-26DA-4A8C-955F-ADE3811A74AE},008002,0,0
137,87.02,486411,0,11001008702,"Census Tract 87.02; District of Columbia; District of Columbia",3430,1513,1917,78.9,150,100,48,155,234,1417,738,246,166,41,93,38,4,30.3,352,3132,3078,2936,165,135,3078,1294,1784,72.5,135,62,73,84.9,3430,3104,326,3104,1499,1478,0,0,0,0,0,121,18,40,0,12,0,36,15,0,0,0,0,0,6,326,165,11,18,18,0,17,3430,1782,1731,11,236,0,99,3430,117,49,19,0,49,3313,1400,1478,0,121,0,6,308,43,265,2135,3015,1239,1776,ACS_Demographic_DC_CensusTract_141,,{D59D2A47-846E-4654-AFAD-AB297E872E1E},008702,0,0
138,77.03,1017741,1059,11001007703,"Census Tract 77.03; District of Columbia; District of Columbia",6923,3629,3294,110.2,960,350,631,698,243,1743,386,731,298,352,378,105,48,26.6,2391,4845,4532,4232,654,531,4532,2225,2307,96.4,531,207,324,63.9,6923,6821,102,6821,35,5830,36,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,913,102,17,0,0,0,0,0,6923,137,5932,121,7,0,998,6923,962,517,99,25,321,5961,8,5720,36,7,0,88,102,0,102,2451,4068,1967,2101,ACS_Demographic_DC_CensusTract_142,,{31CE18B6-48F3-40DE-9917-4602277DEAAC},007703,0,0
139,77.07,842851,0,11001007707,"Census Tract 77.07; District of Columbia; District of Columbia",4131,2155,1976,109.1,442,151,206,199,225,661,793,426,139,320,337,120,112,37.2,895,3295,3236,3111,769,569,3236,1681,1555,108.1,569,221,348,63.5,4131,3922,209,3922,110,3749,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,209,23,0,26,140,20,0,4131,299,3792,39,26,0,184,4131,179,0,0,53,126,3952,110,3740,19,0,0,0,83,14,69,2020,3226,1681,1545,ACS_Demographic_DC_CensusTract_143,,{BDB6DB28-F19E-4F02-9931-4C707A8E2ADC},007707,0,0
140,82,338424,0,11001008200,"Census Tract 82; District of Columbia; District of Columbia",2658,1230,1428,86.1,227,66,27,75,325,826,393,298,101,47,138,126,9,32.8,343,2331,2315,2224,304,273,2315,977,1338,73,273,145,128,113.3,2658,2270,388,2270,2002,161,11,0,0,0,0,51,0,19,12,10,0,0,10,0,0,0,0,0,45,388,90,0,132,80,0,15,2658,2375,337,28,237,0,140,2658,231,41,30,29,131,2427,1912,138,0,51,0,0,326,55,271,1665,2237,936,1301,ACS_Demographic_DC_CensusTract_136,,{479A181B-DF6A-4D52-A62A-1913BCCA86F4},008200,0,0
141,77.09,828872,82685,11001007709,"Census Tract 77.09; District of Columbia; District of Columbia",2303,948,1355,70,46,236,170,102,93,495,223,271,205,151,209,31,71,35.9,546,1829,1757,1723,416,311,1757,714,1043,68.5,311,72,239,30.1,2303,2297,6,2297,68,2188,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2303,74,2194,47,0,0,0,2303,119,0,18,75,26,2184,34,2103,41,0,0,0,6,0,6,1348,1747,708,1039,ACS_Demographic_DC_CensusTract_144,,{D0748ADC-67AD-4AD2-BA8A-1EEE9BED0A0A},007709,0,0
142,78.03,986677,3755,11001007803,"Census Tract 78.03; District of Columbia; District of Columbia",4491,2162,2329,92.8,383,171,251,283,289,653,761,398,190,174,579,356,3,37.7,1038,3616,3453,3343,1069,938,3453,1671,1782,93.8,938,464,474,97.9,4491,4295,196,4295,65,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,196,111,0,0,0,15,0,4491,176,4375,15,70,0,51,4491,51,0,0,0,51,4440,65,4179,0,0,0,0,196,0,196,2709,3417,1635,1782,ACS_Demographic_DC_CensusTract_145,,{A194B874-9457-456E-993A-B2B7258E6330},007803,0,0
143,7.02,308967,0,11001000702,"Census Tract 7.02; District of Columbia; District of Columbia",2921,1291,1630,79.2,14,0,47,117,133,1466,321,441,14,51,199,92,26,32.1,137,2820,2784,2743,368,317,2784,1201,1583,75.9,317,196,121,162,2921,2676,245,2676,1968,525,0,0,0,0,0,183,11,77,0,31,20,0,44,0,0,0,0,0,0,245,102,0,41,61,0,21,2921,2192,649,20,224,0,101,2921,232,19,0,61,152,2689,1817,525,0,183,0,0,164,21,143,2476,2323,969,1354,ACS_Demographic_DC_CensusTract_90,,{0DA9E1E1-5BC2-4DC4-B651-07171BE98D27},000702,0,0
144,74.04,826388,0,11001007404,"Census Tract 74.04; District of Columbia; District of Columbia",3958,1908,2050,93.1,334,296,600,310,216,724,428,517,191,179,158,5,0,27,1488,2658,2470,2418,273,163,2470,977,1493,65.4,163,56,107,52.3,3958,3911,47,3911,90,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,10,0,6,0,16,0,3958,121,3847,31,6,0,30,3958,283,0,259,0,24,3675,90,3547,0,0,0,6,32,0,32,1570,2461,977,1484,ACS_Demographic_DC_CensusTract_91,,{26019FB1-1441-4079-A5EB-A6CD4F80986C},007404,0,0
145,73.01,4684643,5139082,11001007301,"Census Tract 73.01; District of Columbia; District of Columbia",4482,2597,1885,137.8,687,493,327,204,379,915,893,379,118,31,56,0,0,26.7,1651,2901,2831,2696,68,56,2831,1659,1172,141.6,56,9,47,19.1,4482,3812,670,3812,2466,991,0,0,0,0,0,201,17,15,11,0,108,2,48,2,0,0,0,2,152,670,96,56,68,43,0,73,4482,3063,1443,134,391,46,534,4482,775,480,120,8,167,3707,2226,855,0,201,0,0,425,0,425,1488,2771,1646,1125,ACS_Demographic_DC_CensusTract_92,,{76F3FACA-2286-4E40-B0E8-14D9BDE1F873},007301,0,0
146,89.03,305651,0,11001008903,"Census Tract 89.03; District of Columbia; District of Columbia",4006,1884,2122,88.8,228,332,572,151,221,962,390,527,99,382,92,0,50,30,1256,2811,2750,2723,507,142,2750,1251,1499,83.5,142,40,102,39.2,4006,3856,150,3856,544,3266,0,0,0,0,0,32,0,12,0,0,0,0,20,0,0,0,0,0,14,150,69,47,24,3,0,0,4006,694,3342,47,56,0,24,4006,92,28,7,0,57,3914,476,3266,0,32,0,0,140,0,140,1978,2728,1229,1499,ACS_Demographic_DC_CensusTract_149,,{7D170D70-F92E-4B68-B9E2-E44C4214D8E3},008903,0,0
147,89.04,449343,0,11001008904,"Census Tract 89.04; District of Columbia; District of Columbia",3973,1913,2060,92.9,214,378,163,143,229,1034,628,522,185,218,213,46,0,34.3,898,3136,3075,3009,368,259,3075,1500,1575,95.2,259,99,160,61.9,3973,3736,237,3736,380,2839,0,0,0,0,0,159,10,0,0,0,0,0,149,0,0,0,0,0,358,237,75,29,0,15,0,58,3973,499,3032,29,162,57,431,3973,436,15,35,0,386,3537,352,2804,0,159,0,0,222,58,164,2178,2728,1329,1399,ACS_Demographic_DC_CensusTract_150,,{CF48C40E-D869-46AD-BF22-91C8A804EC05},008904,0,0
