OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0004E,DP02_0005E,DP02_0006E,DP02_0007E,DP02_0008E,DP02_0009E,DP02_0010E,DP02_0011E,DP02_0012E,DP02_0013E,DP02_0014E,DP02_0015E,DP02_0016E,DP02_0017E,DP02_0018E,DP02_0019E,DP02_0020E,DP02_0021E,DP02_0022E,DP02_0023E,DP02_0024E,DP02_0025E,DP02_0026E,DP02_0027E,DP02_0028E,DP02_0029E,DP02_0030E,DP02_0031E,DP02_0032E,DP02_0033E,DP02_0034E,DP02_0035E,DP02_0036E,DP02_0037E,DP02_0038E,DP02_0039E,DP02_0040E,DP02_0041E,DP02_0042E,DP02_0043E,DP02_0044E,DP02_0045E,DP02_0046E,DP02_0047E,DP02_0048E,DP02_0049E,DP02_0050E,DP02_0051E,DP02_0052E,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0069E,DP02_0070E,DP02_0071E,DP02_0072E,DP02_0073E,DP02_0074E,DP02_0075E,DP02_0076E,DP02_0077E,DP02_0078E,DP02_0079E,DP02_0080E,DP02_0081E,DP02_0082E,DP02_0083E,DP02_0084E,DP02_0085E,DP02_0086E,DP02_0087E,DP02_0088E,DP02_0089E,DP02_0090E,DP02_0091E,DP02_0092E,DP02_0093E,DP02_0094E,DP02_0095E,DP02_0096E,DP02_0097E,DP02_0098E,DP02_0099E,DP02_0100E,DP02_0101E,DP02_0102E,DP02_0103E,DP02_0104E,DP02_0105E,DP02_0106E,DP02_0107E,DP02_0108E,DP02_0109E,DP02_0110E,DP02_0111E,DP02_0112E,DP02_0113E,DP02_0114E,DP02_0115E,DP02_0116E,DP02_0117E,DP02_0118E,DP02_0119E,DP02_0120E,DP02_0121E,DP02_0122E,DP02_0123E,DP02_0124E,DP02_0125E,DP02_0126E,DP02_0127E,DP02_0128E,DP02_0129E,DP02_0130E,DP02_0131E,DP02_0132E,DP02_0133E,DP02_0134E,DP02_0135E,DP02_0136E,DP02_0137E,DP02_0138E,DP02_0139E,DP02_0140E,DP02_0141E,DP02_0142E,DP02_0143E,DP02_0144E,DP02_0145E,DP02_0146E,DP02_0147E,DP02_0148E,DP02_0149E,DP02_0150E,DP02_0151E,DP02_0152E,DP02_0153E,DP02_0154E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
1,20.02,849376,0,11001002002,"Census Tract 20.02; District of Columbia; District of Columbia",1527,571,316,73,24,293,61,98,52,590,57,325,108,515,379,2.82,3.34,4306,1527,639,77,1251,396,416,1626,706,716,11,48,145,1787,871,601,9,80,226,42,21,24,32,0,9,48,68,17,0,17,0,0,17,17,0,1329,140,105,501,136,447,2921,53,30,374,343,17,871,1233,2838,2104,3380,119,4371,315,1003,0,2881,150,487,165,4321,3861,460,453,197,256,0,256,7,4392,3701,3645,1644,2001,56,691,691,239,452,747,56,10,46,691,207,484,691,87,108,95,0,401,0,4083,3342,741,210,577,152,43,11,6,6,115,41,4392,48,173,0,9,7,221,89,17,275,0,0,367,128,0,72,40,0,5,7,30,0,259,71,0,0,61,125,1527,1473,1427,ACS_Social_DC_CensusTract_32,,{F79FAABC-3E3B-4BD0-9E4F-79726B5F47CA},002002,0,0
2,21.01,600992,0,11001002101,"Census Tract 21.01; District of Columbia; District of Columbia",2458,612,356,161,39,714,121,424,245,971,194,466,95,817,575,2.44,3.37,6007,2458,653,194,1441,1171,90,1927,921,781,0,108,117,2326,1029,693,92,33,479,18,18,15,10,0,29,0,89,0,0,0,0,0,0,0,0,1801,258,167,753,256,367,3843,270,172,760,489,150,964,1038,3401,2002,4201,125,6019,568,1818,43,3572,167,629,358,5993,5235,758,758,539,219,0,219,0,6019,4516,4463,2454,2009,53,1503,1503,769,734,1556,53,21,32,1503,308,1195,1503,29,22,702,0,750,0,5483,3572,1911,936,1185,472,29,6,3,1,694,457,6019,505,12,50,0,0,199,0,52,146,0,0,208,83,0,0,49,0,0,0,54,0,1219,0,0,0,0,118,2458,2340,2138,ACS_Social_DC_CensusTract_33,,{60B198DB-91F1-4644-82FB-4CC7B312871E},002101,0,0
3,29,300632,0,11001002900,"Census Tract 29; District of Columbia; District of Columbia",1672,569,176,261,83,338,0,200,44,504,98,221,21,395,237,2.73,3.49,4561,1672,641,249,1067,396,536,1929,1009,795,8,38,79,1648,885,504,89,60,110,32,0,0,25,0,25,26,42,0,0,0,0,0,0,0,0,966,116,107,350,117,276,3263,180,103,365,250,39,1044,1282,2980,2326,3490,209,4553,413,1063,36,3092,156,398,221,4393,3360,1033,968,801,167,0,167,65,4576,3804,3696,1456,2240,108,772,772,305,467,880,108,71,37,772,166,606,772,55,106,127,0,484,0,4118,3073,1045,549,788,504,100,0,36,0,121,45,4576,74,28,0,18,9,317,40,21,325,13,13,309,308,9,9,134,15,38,29,90,20,83,35,15,42,17,0,1672,1603,1512,ACS_Social_DC_CensusTract_34,,{2B78EAC4-671F-4592-8543-106F252CCF33},002900,0,0
4,31,296819,0,11001003100,"Census Tract 31; District of Columbia; District of Columbia",1807,308,131,242,19,529,46,404,0,728,39,530,75,290,134,1.91,3.07,3448,1807,287,230,628,175,321,1548,1055,410,40,7,36,1506,970,302,9,44,181,58,0,0,46,0,9,120,74,53,53,0,0,0,53,53,0,653,4,128,157,101,263,2733,87,77,188,163,20,803,1395,2569,2198,3004,35,3448,261,447,111,2852,75,149,75,3407,2727,680,673,519,154,0,154,7,3451,2964,2872,712,2160,92,487,487,185,302,579,92,42,50,487,144,343,487,47,24,23,0,356,37,3257,2422,835,205,629,149,38,0,42,15,126,41,3451,25,193,0,5,228,204,8,11,297,12,0,336,213,13,0,120,22,8,17,106,13,62,117,0,16,33,9,1807,1792,1614,ACS_Social_DC_CensusTract_35,,{927428FA-0B78-4492-B247-9DBE77853530},003100,0,0
5,40.01,271037,2414,11001004001,"Census Tract 40.01; District of Columbia; District of Columbia",2439,469,170,192,21,700,0,587,53,1078,30,865,55,221,304,1.74,2.76,4250,2439,474,212,501,14,610,1833,1215,521,18,49,30,2039,1392,483,0,60,104,67,0,0,44,0,29,81,0,0,0,0,0,0,0,0,0,412,95,21,123,45,128,3712,0,15,76,44,62,1591,1924,3697,3515,3827,131,4250,292,423,0,3382,147,445,145,4167,3420,747,714,477,237,0,237,33,4250,3782,3748,790,2958,34,468,468,233,235,502,34,9,25,468,140,328,468,93,96,36,18,225,0,4033,3510,523,15,329,0,105,15,46,0,43,0,4250,68,58,100,18,29,683,66,0,568,0,117,518,493,10,63,107,0,99,47,75,15,0,264,52,15,16,48,2439,2421,2365,ACS_Social_DC_CensusTract_1,,{5F98015F-1746-4762-A406-99E5E197EC35},004001,0,0
6,40.02,194755,0,11001004002,"Census Tract 40.02; District of Columbia; District of Columbia",2016,430,215,168,0,646,28,543,37,772,0,657,324,253,412,1.56,2.61,3146,2016,402,169,330,56,173,1320,797,456,28,0,39,1535,771,453,0,26,285,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,473,6,0,274,46,147,2627,59,19,6,71,38,862,1572,2549,2434,2805,54,3146,159,341,0,2362,110,443,49,3146,2435,711,669,330,339,0,339,42,3146,2384,2347,337,2010,37,762,762,381,381,799,37,0,37,762,267,495,762,352,178,43,0,189,0,3146,2360,786,214,406,146,288,51,50,17,42,0,3146,36,54,63,19,49,664,56,54,513,13,6,568,287,71,40,82,0,269,30,35,7,89,97,0,37,16,22,2016,2010,1998,ACS_Social_DC_CensusTract_2,,{43B4EB5D-9FFB-4105-BAAC-C220C69D7BC1},004002,0,0
7,36,305616,0,11001003600,"Census Tract 36; District of Columbia; District of Columbia",2152,359,78,248,0,532,32,300,44,1013,38,682,198,165,346,2.05,2.95,4420,2152,454,242,526,97,949,1797,1234,401,32,0,130,2363,1589,445,0,90,239,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,706,95,41,293,6,271,3808,136,151,458,247,37,1182,1597,3521,2779,4158,38,4619,465,463,25,3763,177,393,263,4630,3607,1023,950,512,438,0,438,73,4630,3971,3788,795,2993,183,659,659,402,257,842,183,114,69,659,217,442,659,137,198,132,0,192,0,4542,3742,800,171,402,119,243,32,91,0,64,20,4630,145,51,0,0,21,265,18,68,385,42,26,601,323,0,84,136,0,74,20,110,28,195,75,0,0,68,190,2152,2080,1852,ACS_Social_DC_CensusTract_3,,{C325D3E6-C8F5-4507-B68F-64FB03AA5AA2},003600,0,0
8,42.01,204529,0,11001004201,"Census Tract 42.01; District of Columbia; District of Columbia",1881,358,12,145,0,785,0,600,25,593,0,321,16,12,76,1.74,2.13,3273,1881,343,140,31,91,787,1757,1077,461,0,0,219,1503,1056,377,0,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,18,240,2860,69,90,36,107,63,1407,1088,2701,2495,3260,54,3273,107,13,0,3163,107,97,0,3273,2529,744,708,378,330,0,330,36,3273,2947,2853,250,2603,94,326,326,87,239,420,94,0,94,326,209,117,326,133,89,0,0,67,37,3260,2979,281,66,131,46,79,12,71,8,0,0,3273,35,80,0,20,93,415,37,10,364,12,8,356,171,0,21,177,16,64,1,79,29,17,92,41,0,0,28,1881,1881,1814,ACS_Social_DC_CensusTract_4,,{E3440EF2-E58C-4EB5-85A3-D6C4BEE14D29},004201,0,0
9,42.02,207646,0,11001004202,"Census Tract 42.02; District of Columbia; District of Columbia",1563,212,27,175,0,489,0,469,36,687,0,531,47,27,228,1.54,2.2,2414,1563,219,178,42,21,391,1232,913,231,0,12,76,1225,896,277,0,0,52,20,0,0,21,0,22,19,0,0,0,0,0,0,0,0,0,407,0,0,0,13,394,2228,12,3,63,89,13,968,1080,2213,2048,2444,56,2486,177,42,13,2150,94,294,70,2461,1620,841,738,261,477,0,477,103,2486,2041,1989,142,1847,52,445,445,182,263,497,52,11,41,445,229,216,445,68,226,51,0,97,3,2457,1899,558,39,276,6,143,29,119,4,20,0,2486,29,32,0,0,39,306,279,8,262,33,11,426,166,16,35,99,11,62,0,29,9,43,36,10,11,26,16,1563,1550,1529,ACS_Social_DC_CensusTract_5,,{AAF2B305-D468-4608-90E4-D3B5D6B4937D},004202,0,0
10,74.07,608700,0,11001007407,"Census Tract 74.07; District of Columbia; District of Columbia",1433,136,12,62,27,313,0,267,60,922,357,266,44,500,311,2.24,2.99,3203,1433,137,70,1173,354,36,847,573,165,0,0,109,1531,828,253,75,156,219,24,12,15,22,0,0,43,152,85,0,0,64,21,85,65,42,1076,75,94,482,252,173,2015,2,129,622,423,160,435,244,1884,679,2154,72,3216,481,1062,93,1812,271,342,117,3199,2949,250,250,222,28,0,28,0,3216,3055,2932,2084,848,123,161,161,128,33,284,123,93,30,161,68,93,161,20,24,57,0,60,0,2954,2729,225,144,102,53,43,29,53,35,27,27,3216,153,0,13,0,0,8,0,8,8,9,0,17,0,0,0,0,0,0,0,0,0,159,13,0,18,0,212,1433,1358,1184,ACS_Social_DC_CensusTract_6,,{6F525E65-AFE8-4256-8F78-06A15B68E686},007407,0,0
11,68.01,244750,0,11001006801,"Census Tract 68.01; District of Columbia; District of Columbia",1014,433,162,32,0,235,0,212,9,314,28,135,9,203,97,2.22,2.77,2247,1014,401,37,487,115,193,1048,498,461,12,0,77,924,428,407,8,48,33,22,0,0,30,0,54,6,19,0,0,0,0,0,0,0,0,300,34,18,89,59,100,1659,22,26,230,73,109,446,753,1611,1199,1900,91,2289,215,389,0,1787,174,113,41,2242,1638,604,578,264,314,0,314,26,2315,2147,2105,704,1401,42,168,168,107,61,210,42,30,12,168,57,111,168,25,108,0,17,4,14,2084,1923,161,8,14,0,63,8,79,0,5,0,2315,27,30,8,8,69,220,120,0,221,10,7,332,201,20,0,69,0,15,18,18,8,109,0,16,11,9,31,1014,1014,974,ACS_Social_DC_CensusTract_7,,{A8AF1ACB-9979-46DF-A7E9-FC2BD86AC62B},006801,0,0
12,107,891588,0,11001010700,"Census Tract 107; District of Columbia; District of Columbia",1200,126,25,70,0,421,0,370,2,583,0,555,68,25,124,1.25,2.19,1501,1200,107,59,36,32,67,707,504,134,0,0,69,844,618,182,0,15,29,23,0,0,31,0,13,133,0,0,0,0,0,0,0,0,0,294,8,0,0,2,284,1199,7,28,49,91,2,591,431,1164,1022,1549,55,1587,41,38,2,1417,11,132,28,1568,800,768,748,128,620,0,620,20,1587,1237,1217,81,1136,20,350,350,123,227,370,20,11,9,350,188,162,350,81,139,13,40,77,0,1551,1156,395,65,135,29,126,20,79,16,55,0,1587,17,43,5,5,28,483,31,0,128,25,21,157,89,6,11,79,17,48,6,8,0,0,0,0,20,221,0,1200,1200,1144,ACS_Social_DC_CensusTract_8,,{45DEE9AD-CDA1-4D83-AA24-39ACEC4D0602},010700,0,0
13,96.04,503381,65762,11001009604,"Census Tract 96.04; District of Columbia; District of Columbia",909,210,55,39,9,85,0,67,35,575,70,257,121,187,312,2.48,3.39,2257,909,195,40,654,449,10,600,276,232,17,6,69,1190,599,261,5,64,261,42,42,77,62,0,91,0,34,0,0,0,0,0,0,0,0,518,81,81,179,14,163,1631,39,123,473,472,45,226,253,1469,479,1756,55,2268,312,512,31,1413,192,343,89,2270,2134,136,136,43,93,0,93,0,2288,2108,2095,1433,662,13,180,180,143,37,193,13,0,13,180,10,170,180,11,0,66,0,95,8,2009,1856,153,82,101,45,37,37,0,0,15,0,2288,133,0,0,0,0,6,0,0,45,0,0,21,0,0,0,10,10,0,0,9,0,95,0,5,0,0,17,909,824,744,ACS_Social_DC_CensusTract_9,,{8262CB1A-14C7-4010-A4FA-D991372A3A09},009604,0,0
14,2.01,505004,0,11001000201,"Census Tract 2.01; District of Columbia; District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,1385,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,0,0,0,0,2328,78,0,0,12,0,4,30,32,78,62,2357,0,2384,129,27,0,2357,129,0,0,2384,1186,1198,1033,155,878,0,878,165,2384,1997,1895,57,1838,102,387,387,98,289,489,102,67,35,387,257,130,387,77,192,9,34,64,11,2384,1554,830,48,221,21,243,11,341,16,25,0,2384,123,29,0,6,5,72,26,0,115,5,8,212,179,0,0,49,40,14,4,4,0,52,24,14,12,37,15,0,0,0,ACS_Social_DC_CensusTract_10,,{D04A7A64-55B2-4467-84E4-08CE0D104042},000201,0,0
15,3,1042157,2305,11001000300,"Census Tract 3; District of Columbia; District of Columbia",2471,1099,686,109,0,556,0,384,170,707,30,391,149,716,490,2.42,3.23,5979,2471,1135,113,1484,49,727,2430,1155,1207,20,0,48,2443,1162,1095,34,43,109,78,0,0,45,0,57,40,0,0,0,0,0,0,0,0,0,2036,299,18,505,360,854,3993,109,19,130,149,43,1015,2528,3865,3543,4644,54,5979,135,1335,0,4038,78,606,57,5924,4425,1499,1381,761,620,0,620,118,5979,4473,4249,1313,2936,224,1506,1506,618,888,1730,224,21,203,1506,797,709,1506,624,234,13,24,571,40,5466,3534,1932,218,944,147,729,59,142,12,117,0,5979,154,152,0,14,69,438,311,38,771,85,0,354,715,43,32,112,41,97,49,145,60,0,39,13,158,0,0,2471,2337,2311,ACS_Social_DC_CensusTract_11,,{0ABF8104-14C9-45C0-A060-03A7A16DC215},000300,0,0
16,4,1541239,69,11001000400,"Census Tract 4; District of Columbia; District of Columbia",660,315,151,57,0,97,0,85,20,191,10,134,66,161,226,2.45,3.27,1620,660,378,50,399,16,117,672,284,339,0,35,14,705,232,405,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,23,23,174,102,157,1235,16,21,20,35,38,376,729,1198,1105,1333,48,1652,106,319,0,988,15,345,91,1652,1331,321,174,56,118,0,118,147,1652,1268,1222,450,772,46,384,384,212,172,430,46,18,28,384,108,276,384,66,168,21,77,47,5,1613,1170,443,70,131,15,220,25,68,25,24,5,1652,11,83,0,12,38,257,0,0,149,5,0,140,53,7,45,27,11,59,0,71,0,0,23,28,11,6,0,660,654,614,ACS_Social_DC_CensusTract_12,,{E43D102C-B050-46BF-BD66-0C1AC7D66AA8},000400,0,0
17,5.02,581507,0,11001000502,"Census Tract 5.02; District of Columbia; District of Columbia",1714,636,300,184,87,207,9,155,24,687,22,571,109,430,345,1.97,2.73,3384,1714,629,145,749,25,122,1190,439,701,16,0,34,1570,759,653,0,54,104,104,10,15,102,0,89,121,12,0,0,0,0,0,0,0,0,505,102,47,196,68,92,2605,15,28,55,138,18,646,1705,2562,2351,2713,29,3384,187,671,13,2228,72,485,102,3217,2514,703,669,314,355,0,355,34,3384,2922,2728,639,2089,194,462,462,240,222,656,194,154,40,462,170,292,462,158,61,0,0,225,18,2999,2336,663,115,356,74,261,41,39,0,7,0,3384,49,23,3,0,33,322,173,9,457,32,17,491,162,0,107,223,5,174,30,250,9,0,93,1,50,26,0,1714,1701,1701,ACS_Social_DC_CensusTract_13,,{2B235E97-FCE5-4674-9286-E3184A7D80B4},000502,0,0
18,46,437422,0,11001004600,"Census Tract 46; District of Columbia; District of Columbia",1563,325,96,213,0,401,0,293,73,624,164,297,49,287,264,1.98,2.7,3088,1563,333,198,608,203,183,1215,643,387,11,12,162,1466,1017,304,5,47,93,7,0,0,6,0,0,19,26,12,12,0,0,0,12,12,0,437,78,26,191,37,105,2401,41,95,337,266,80,634,948,2265,1582,2652,59,3142,462,490,105,2304,176,348,181,3145,2434,711,711,616,95,0,95,0,3153,2962,2829,1041,1788,133,191,191,134,57,324,133,44,89,191,56,135,191,0,92,47,9,43,0,2987,2742,245,9,92,0,79,9,54,0,20,0,3153,89,73,0,8,24,211,16,16,251,0,10,263,132,0,17,103,0,44,29,19,14,128,0,0,0,11,0,1563,1444,1449,ACS_Social_DC_CensusTract_14,,{4FBFC761-4434-4221-A04B-9D13F210B7D8},004600,0,0
19,48.01,317222,0,11001004801,"Census Tract 48.01; District of Columbia; District of Columbia",1434,332,122,168,0,513,0,276,72,421,49,259,112,195,333,1.92,2.78,2751,1434,349,181,343,190,254,1415,883,368,29,13,122,1171,638,365,0,97,71,28,0,0,34,0,0,120,24,0,0,0,0,0,0,0,0,280,139,0,0,20,121,2411,87,78,294,78,60,818,996,2246,1814,2534,20,2814,178,280,0,2117,73,417,105,2806,2029,777,736,463,273,0,273,41,2852,2540,2473,621,1852,67,312,312,135,177,379,67,51,16,312,93,219,312,98,61,53,0,78,22,2601,2220,381,133,116,78,155,0,42,19,68,36,2852,47,2,0,29,19,191,108,22,243,42,8,271,247,0,10,121,5,33,32,92,0,154,23,3,7,0,16,1434,1301,1232,ACS_Social_DC_CensusTract_15,,{0381F69E-99B8-494B-A9BC-F8B7B8C725D9},004801,0,0
20,48.02,288793,0,11001004802,"Census Tract 48.02; District of Columbia; District of Columbia",1645,396,80,141,60,596,50,481,41,512,51,330,159,265,291,1.94,2.76,3188,1645,496,147,600,72,228,1710,916,613,57,0,124,1147,660,364,0,12,111,16,0,0,24,0,0,72,24,0,0,0,0,0,0,0,0,623,2,0,309,161,151,2567,216,205,325,206,24,530,1061,2146,1591,2762,134,3212,238,450,0,2437,157,325,81,3208,2708,500,488,216,272,0,272,12,3224,2873,2593,1317,1276,280,351,351,167,184,631,280,0,280,351,102,249,351,18,170,36,0,98,29,3166,2131,1035,409,527,78,42,0,464,331,2,0,3224,212,47,16,0,12,229,18,12,184,22,24,227,176,0,0,49,12,4,8,22,13,95,0,2,50,18,0,1645,1606,1458,ACS_Social_DC_CensusTract_16,,{EF075D3F-794F-4604-B37F-496CA98EAA3C},004802,0,0
21,49.02,263879,0,11001004902,"Census Tract 49.02; District of Columbia; District of Columbia",2167,351,59,407,9,611,0,548,30,798,58,620,15,142,104,1.55,2.47,3350,2167,297,335,323,32,196,1496,954,399,10,0,133,1587,1140,297,19,16,115,13,0,0,10,0,13,0,16,0,0,0,0,0,0,0,0,373,56,0,168,18,131,2762,21,12,125,201,0,1110,1293,2729,2403,3040,51,3330,97,290,0,2899,53,141,44,3333,2471,862,629,340,289,0,289,233,3355,2820,2730,608,2122,90,535,535,281,254,625,90,0,90,535,167,368,535,243,98,61,0,119,14,3307,2650,657,63,232,27,286,10,77,9,62,17,3355,101,20,8,16,0,388,308,27,441,4,18,369,300,10,51,128,21,85,13,32,0,53,10,25,37,0,48,2167,2091,2072,ACS_Social_DC_CensusTract_17,,{382C3C08-D2B9-4D16-A603-46770DB9BE7C},004902,0,0
22,74.01,1209113,200980,11001007401,"Census Tract 74.01; District of Columbia; District of Columbia",755,74,17,60,41,209,0,180,64,412,71,245,162,182,307,1.84,2.76,1386,755,68,62,320,158,23,418,200,73,0,39,106,703,564,84,0,11,44,23,23,66,62,0,97,0,8,0,0,0,0,0,0,0,0,216,43,0,153,10,10,981,32,116,363,285,27,68,90,833,158,1116,44,1402,309,286,18,788,153,328,138,1380,1329,51,46,41,5,0,5,5,1407,1327,1308,774,534,19,80,80,35,45,99,19,0,19,80,0,80,80,0,32,0,0,48,0,1307,1177,130,106,91,91,0,0,39,15,0,0,1407,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,755,597,549,ACS_Social_DC_CensusTract_18,,{A5950C09-95A5-442D-9B5B-093187C40414},007401,0,0
23,74.03,330904,0,11001007403,"Census Tract 74.03; District of Columbia; District of Columbia",925,121,66,48,18,184,0,114,0,572,229,204,87,320,119,2.62,3.37,2421,925,127,59,1207,81,22,631,398,130,42,0,61,878,458,155,74,122,69,28,0,0,43,0,118,0,7,0,0,0,0,0,0,0,0,1006,120,60,540,217,69,1331,157,60,575,390,91,27,31,1114,58,1474,68,2421,434,947,86,1348,330,126,18,2421,2044,377,377,377,0,0,0,0,2421,2276,2258,1670,588,18,145,145,129,16,163,18,0,18,145,0,145,145,0,103,42,0,0,0,2269,2111,158,42,33,0,83,0,42,42,0,0,2421,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,833,730,ACS_Social_DC_CensusTract_19,,{F3EB88A2-5784-4C15-B0B5-4E6E03A0774E},007403,0,0
24,55.03,213338,4682,11001005503,"Census Tract 55.03; District of Columbia; District of Columbia",1195,162,0,104,0,354,0,291,51,575,0,505,144,0,204,1.44,2.04,1726,1195,169,111,0,0,251,846,613,165,13,0,55,880,518,166,0,81,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,605,1255,8,0,0,23,0,310,914,1247,1224,1726,13,1726,170,0,0,1513,109,213,61,1726,1181,545,504,248,256,0,256,41,1726,1367,1281,63,1218,86,359,359,93,266,445,86,44,42,359,238,121,359,33,99,28,0,199,0,1726,1194,532,23,193,0,186,23,18,0,135,0,1726,17,143,0,44,134,73,136,0,241,22,9,157,167,0,31,135,28,80,26,100,0,24,0,0,19,16,0,1195,1195,1195,ACS_Social_DC_CensusTract_20,,{A7CEBAA7-A3E0-4E47-9756-516E10B449AF},005503,0,0
25,58.01,232951,0,11001005801,"Census Tract 58.01; District of Columbia; District of Columbia",1173,150,15,107,0,417,11,350,58,499,0,474,112,26,260,1.34,2.19,1572,1173,157,107,66,0,69,765,487,219,0,25,34,972,586,176,0,91,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,13,0,21,0,191,1637,109,8,201,72,31,523,693,1520,1216,1737,57,1775,219,38,0,1414,133,323,86,1771,1284,487,431,310,121,0,121,56,1775,1450,1421,248,1173,29,325,325,197,128,354,29,0,29,325,107,218,325,64,206,12,11,26,6,1758,1253,505,153,160,0,112,0,208,153,25,0,1775,50,36,6,15,16,315,40,29,189,0,0,152,120,90,38,44,0,79,0,88,0,12,20,11,48,77,0,1173,1113,1061,ACS_Social_DC_CensusTract_21,,{198A40BC-999A-4763-8CB8-0625E950E96C},005801,0,0
26,98.04,518363,5609,11001009804,"Census Tract 98.04; District of Columbia; District of Columbia",996,139,73,74,47,165,42,119,9,618,206,235,40,442,112,2.88,3.78,2869,996,104,141,1045,531,52,710,518,157,0,0,35,1445,1081,148,75,0,141,41,8,8,37,0,15,81,125,36,10,13,0,13,36,32,13,900,120,55,369,237,119,1482,35,83,560,353,86,223,142,1364,365,1962,43,2908,408,946,45,1812,282,150,81,2892,2742,150,150,86,64,0,64,0,2908,2755,2727,2112,615,28,153,153,83,70,181,28,0,28,153,62,91,153,0,56,29,0,68,0,2637,2430,207,89,147,46,0,0,56,43,4,0,2908,103,0,0,0,0,57,0,0,42,0,0,21,0,0,0,0,0,0,15,0,0,65,8,0,0,0,16,996,960,856,ACS_Social_DC_CensusTract_22,,{E691E4AF-3BF8-4EA1-807D-2C7CCE5FCB5B},009804,0,0
27,17.02,939295,0,11001001702,"Census Tract 17.02; District of Columbia; District of Columbia",1646,489,233,157,0,227,13,214,44,773,16,612,125,305,374,1.97,3.14,3237,1646,443,187,589,319,53,1021,412,518,39,0,52,1755,841,514,5,61,334,22,0,0,20,0,0,52,67,43,0,0,0,43,43,28,30,686,73,10,276,215,112,2488,28,86,106,272,75,665,1256,2374,1921,2682,117,3272,222,590,8,2217,153,465,61,3258,2702,556,368,253,115,0,115,188,3285,3020,2870,898,1972,150,265,265,199,66,415,150,21,129,265,50,215,265,41,76,109,0,33,6,3095,2795,300,67,111,15,104,52,16,0,69,0,3285,72,65,23,0,48,306,86,0,261,0,25,342,135,0,33,87,0,27,1,128,3,224,61,0,23,29,75,1646,1615,1525,ACS_Social_DC_CensusTract_23,,{F4A657CE-21BE-4BDC-B03F-129DCE2CBEAB},001702,0,0
28,103,1084591,0,11001010300,"Census Tract 103; District of Columbia; District of Columbia",1611,427,230,36,14,371,104,251,22,777,97,402,153,499,445,2.52,3.43,4052,1611,426,42,1150,629,194,1562,850,529,36,50,97,1914,891,520,80,255,168,70,54,82,74,0,121,43,62,0,0,0,0,0,0,0,0,1189,118,0,500,330,241,2953,264,145,606,389,137,734,678,2544,1412,3236,158,4150,516,940,56,2708,250,502,210,4180,3742,438,427,211,216,0,216,11,4196,3465,3350,1769,1581,115,731,731,287,444,846,115,0,115,731,215,516,731,35,46,139,0,493,18,4040,2977,1063,487,839,414,60,0,37,9,127,64,4196,161,0,0,0,6,105,0,31,156,0,0,85,70,0,5,38,0,0,0,23,0,328,42,9,17,32,12,1611,1480,1411,ACS_Social_DC_CensusTract_24,,{E0DFA1C4-4355-41F6-A173-0A67C88B5B00},010300,0,0
29,18.04,601755,0,11001001804,"Census Tract 18.04; District of Columbia; District of Columbia",2088,449,276,37,3,606,0,523,107,996,261,447,164,656,584,2.46,3.81,5132,2088,451,36,1753,760,44,1483,596,455,25,65,342,2163,1071,534,101,64,393,48,0,0,40,0,0,71,139,0,0,0,0,0,0,0,0,1498,90,203,906,51,248,3467,333,187,921,551,200,638,637,2947,1275,3557,90,5166,736,1609,82,2903,464,654,190,5105,4999,106,106,60,46,0,46,0,5166,2903,2888,1993,895,15,2263,2263,670,1593,2278,15,0,15,2263,983,1280,2263,0,0,1052,0,1211,0,4881,2061,2820,1621,1831,1076,92,1,0,0,897,544,5166,84,1,0,0,0,55,0,0,80,0,0,0,1,0,0,0,0,0,1,12,0,686,0,0,0,0,16,2088,1760,1505,ACS_Social_DC_CensusTract_25,,{70651669-6E26-409D-95F5-99BBE93EA627},001804,0,0
